item,itemSupport,frontItem,frontItemSupport,endItem,endItemSupport,calcSupport
"[""7170"",""7180"",""7230""]",0.167553191,"[""7180"",""7230""]",0.17287234,"[""7170""]",0.369680851,0.969230769
"[""7170"",""7180"",""7290""]",0.199468085,"[""7170""]",0.369680851,"[""7180"",""7290""]",0.210106383,0.539568345
"[""7170"",""7180"",""7290""]",0.199468085,"[""7180""]",0.343085106,"[""7170"",""7290""]",0.218085106,0.581395349
"[""7170"",""7180"",""7290""]",0.199468085,"[""7290""]",0.276595745,"[""7170"",""7180""]",0.289893617,0.721153845
"[""7170"",""7180"",""7290""]",0.199468085,"[""7170"",""7180""]",0.289893617,"[""7290""]",0.276595745,0.688073394
"[""7170"",""7180"",""7290""]",0.199468085,"[""7170"",""7290""]",0.218085106,"[""7180""]",0.343085106,0.914634147
"[""7170"",""7180"",""7290""]",0.199468085,"[""7180"",""7290""]",0.210106383,"[""7170""]",0.369680851,0.949367088
"[""7170"",""7270"",""7240""]",0.164893617,"[""7170""]",0.369680851,"[""7270"",""7240""]",0.199468085,0.446043165
"[""7170"",""7270"",""7240""]",0.164893617,"[""7270""]",0.321808511,"[""7170"",""7240""]",0.186170213,0.512396694
"[""7170"",""7270"",""7240""]",0.164893617,"[""7240""]",0.228723404,"[""7170"",""7270""]",0.25,0.720930233
"[""7170"",""7270"",""7240""]",0.164893617,"[""7170"",""7270""]",0.25,"[""7240""]",0.228723404,0.659574468
"[""7170"",""7270"",""7240""]",0.164893617,"[""7170"",""7240""]",0.186170213,"[""7270""]",0.321808511,0.885714284
"[""7170"",""7270"",""7240""]",0.164893617,"[""7270"",""7240""]",0.199468085,"[""7170""]",0.369680851,0.826666667
"[""7170"",""7270"",""7230""]",0.162234043,"[""7170""]",0.369680851,"[""7270"",""7230""]",0.183510638,0.438848922
"[""7170"",""7270"",""7230""]",0.162234043,"[""7270""]",0.321808511,"[""7170"",""7230""]",0.191489362,0.504132232
"[""7170"",""7270"",""7230""]",0.162234043,"[""7230""]",0.218085106,"[""7170"",""7270""]",0.25,0.743902442
"[""7170"",""7270"",""7230""]",0.162234043,"[""7170"",""7270""]",0.25,"[""7230""]",0.218085106,0.648936172
"[""7170"",""7270"",""7230""]",0.162234043,"[""7170"",""7230""]",0.191489362,"[""7270""]",0.321808511,0.847222223
"[""7170"",""7270"",""7230""]",0.162234043,"[""7270"",""7230""]",0.183510638,"[""7170""]",0.369680851,0.884057975
"[""7170"",""7270"",""7290""]",0.194148936,"[""7170""]",0.369680851,"[""7270"",""7290""]",0.234042553,0.525179856
"[""7170"",""7270"",""7290""]",0.194148936,"[""7270""]",0.321808511,"[""7170"",""7290""]",0.218085106,0.603305784
"[""7170"",""7270"",""7290""]",0.194148936,"[""7290""]",0.276595745,"[""7170"",""7270""]",0.25,0.701923075
"[""7170"",""7270"",""7290""]",0.194148936,"[""7170"",""7270""]",0.25,"[""7290""]",0.276595745,0.776595744
"[""7170"",""7270"",""7290""]",0.194148936,"[""7170"",""7290""]",0.218085106,"[""7270""]",0.321808511,0.890243903
"[""7170"",""7270"",""7290""]",0.194148936,"[""7270"",""7290""]",0.234042553,"[""7170""]",0.369680851,0.829545454
"[""7170"",""7230"",""7290""]",0.151595745,"[""7170""]",0.369680851,"[""7230"",""7290""]",0.17287234,0.410071943
"[""7170"",""7230"",""7290""]",0.151595745,"[""7230""]",0.218085106,"[""7170"",""7290""]",0.218085106,0.695121954
"[""7170"",""7230"",""7290""]",0.151595745,"[""7290""]",0.276595745,"[""7170"",""7230""]",0.191489362,0.548076924
"[""7170"",""7230"",""7290""]",0.151595745,"[""7170"",""7230""]",0.191489362,"[""7290""]",0.276595745,0.791666667
"[""7170"",""7230"",""7290""]",0.151595745,"[""7170"",""7290""]",0.218085106,"[""7230""]",0.218085106,0.695121954
"[""7170"",""7230"",""7290""]",0.151595745,"[""7230"",""7290""]",0.17287234,"[""7170""]",0.369680851,0.876923081
"[""7190"",""7180"",""7270""]",0.180851064,"[""7190""]",0.239361702,"[""7180"",""7270""]",0.242021277,0.755555557
"[""7190"",""7180"",""7270""]",0.180851064,"[""7180""]",0.343085106,"[""7190"",""7270""]",0.186170213,0.527131784
"[""7190"",""7180"",""7270""]",0.180851064,"[""7270""]",0.321808511,"[""7190"",""7180""]",0.215425532,0.561983471
"[""7190"",""7180"",""7270""]",0.180851064,"[""7190"",""7180""]",0.215425532,"[""7270""]",0.321808511,0.839506173
"[""7190"",""7180"",""7270""]",0.180851064,"[""7190"",""7270""]",0.186170213,"[""7180""]",0.343085106,0.971428571
"[""7190"",""7180"",""7270""]",0.180851064,"[""7180"",""7270""]",0.242021277,"[""7190""]",0.239361702,0.747252747
"[""7190"",""7180"",""7290""]",0.170212766,"[""7190""]",0.239361702,"[""7180"",""7290""]",0.210106383,0.711111112
"[""7190"",""7180"",""7290""]",0.170212766,"[""7180""]",0.343085106,"[""7190"",""7290""]",0.178191489,0.496124032
"[""7190"",""7180"",""7290""]",0.170212766,"[""7290""]",0.276595745,"[""7190"",""7180""]",0.215425532,0.615384615
"[""7190"",""7180"",""7290""]",0.170212766,"[""7190"",""7180""]",0.215425532,"[""7290""]",0.276595745,0.790123457
"[""7190"",""7180"",""7290""]",0.170212766,"[""7190"",""7290""]",0.178191489,"[""7180""]",0.343085106,0.955223883
"[""7190"",""7180"",""7290""]",0.170212766,"[""7180"",""7290""]",0.210106383,"[""7190""]",0.239361702,0.810126582
"[""7190"",""7270"",""7290""]",0.167553191,"[""7190""]",0.239361702,"[""7270"",""7290""]",0.234042553,0.699999998
"[""7190"",""7270"",""7290""]",0.167553191,"[""7270""]",0.321808511,"[""7190"",""7290""]",0.178191489,0.520661155
"[""7190"",""7270"",""7290""]",0.167553191,"[""7290""]",0.276595745,"[""7190"",""7270""]",0.186170213,0.605769228
"[""7190"",""7270"",""7290""]",0.167553191,"[""7190"",""7270""]",0.186170213,"[""7290""]",0.276595745,0.899999996
"[""7190"",""7270"",""7290""]",0.167553191,"[""7190"",""7290""]",0.178191489,"[""7270""]",0.321808511,0.940298507
"[""7190"",""7270"",""7290""]",0.167553191,"[""7270"",""7290""]",0.234042553,"[""7190""]",0.239361702,0.715909089
"[""7180"",""7270"",""7240""]",0.164893617,"[""7180""]",0.343085106,"[""7270"",""7240""]",0.199468085,0.480620156
"[""7180"",""7270"",""7240""]",0.164893617,"[""7270""]",0.321808511,"[""7180"",""7240""]",0.175531915,0.512396694
"[""7180"",""7270"",""7240""]",0.164893617,"[""7240""]",0.228723404,"[""7180"",""7270""]",0.242021277,0.720930233
"[""7180"",""7270"",""7240""]",0.164893617,"[""7180"",""7270""]",0.242021277,"[""7240""]",0.228723404,0.68131868
"[""7180"",""7270"",""7240""]",0.164893617,"[""7180"",""7240""]",0.175531915,"[""7270""]",0.321808511,0.939393939
"[""7180"",""7270"",""7240""]",0.164893617,"[""7270"",""7240""]",0.199468085,"[""7180""]",0.343085106,0.826666667
"[""7180"",""7270"",""7230""]",0.154255319,"[""7180""]",0.343085106,"[""7270"",""7230""]",0.183510638,0.449612403
"[""7180"",""7270"",""7230""]",0.154255319,"[""7270""]",0.321808511,"[""7180"",""7230""]",0.17287234,0.479338842
"[""7180"",""7270"",""7230""]",0.154255319,"[""7230""]",0.218085106,"[""7180"",""7270""]",0.242021277,0.707317074
"[""7180"",""7270"",""7230""]",0.154255319,"[""7180"",""7270""]",0.242021277,"[""7230""]",0.218085106,0.637362636
"[""7180"",""7270"",""7230""]",0.154255319,"[""7180"",""7230""]",0.17287234,"[""7270""]",0.321808511,0.892307694
"[""7180"",""7270"",""7230""]",0.154255319,"[""7270"",""7230""]",0.183510638,"[""7180""]",0.343085106,0.840579711
"[""7180"",""7270"",""7290""]",0.194148936,"[""7180""]",0.343085106,"[""7270"",""7290""]",0.234042553,0.565891473
"[""7180"",""7270"",""7290""]",0.194148936,"[""7270""]",0.321808511,"[""7180"",""7290""]",0.210106383,0.603305784
"[""7180"",""7270"",""7290""]",0.194148936,"[""7290""]",0.276595745,"[""7180"",""7270""]",0.242021277,0.701923075
"[""7180"",""7270"",""7290""]",0.194148936,"[""7180"",""7270""]",0.242021277,"[""7290""]",0.276595745,0.8021978
"[""7180"",""7270"",""7290""]",0.194148936,"[""7180"",""7290""]",0.210106383,"[""7270""]",0.321808511,0.924050632
"[""7180"",""7270"",""7290""]",0.194148936,"[""7270"",""7290""]",0.234042553,"[""7180""]",0.343085106,0.829545454
"[""7270"",""7240"",""7260""]",0.154255319,"[""7270""]",0.321808511,"[""7240"",""7260""]",0.162234043,0.479338842
"[""7270"",""7240"",""7260""]",0.154255319,"[""7240""]",0.228723404,"[""7270"",""7260""]",0.178191489,0.674418605
"[""7270"",""7240"",""7260""]",0.154255319,"[""7260""]",0.212765957,"[""7270"",""7240""]",0.199468085,0.725000001
"[""7270"",""7240"",""7260""]",0.154255319,"[""7270"",""7240""]",0.199468085,"[""7260""]",0.212765957,0.773333333
"[""7270"",""7240"",""7260""]",0.154255319,"[""7270"",""7260""]",0.178191489,"[""7240""]",0.228723404,0.865671643
"[""7270"",""7240"",""7260""]",0.154255319,"[""7240"",""7260""]",0.162234043,"[""7270""]",0.321808511,0.950819669
"[""7270"",""7240"",""7290""]",0.170212766,"[""7270""]",0.321808511,"[""7240"",""7290""]",0.180851064,0.528925619
"[""7270"",""7240"",""7290""]",0.170212766,"[""7240""]",0.228723404,"[""7270"",""7290""]",0.234042553,0.744186048
"[""7270"",""7240"",""7290""]",0.170212766,"[""7290""]",0.276595745,"[""7270"",""7240""]",0.199468085,0.615384615
"[""7270"",""7240"",""7290""]",0.170212766,"[""7270"",""7240""]",0.199468085,"[""7290""]",0.276595745,0.853333334
"[""7270"",""7240"",""7290""]",0.170212766,"[""7270"",""7290""]",0.234042553,"[""7240""]",0.228723404,0.727272728
"[""7270"",""7240"",""7290""]",0.170212766,"[""7240"",""7290""]",0.180851064,"[""7270""]",0.321808511,0.94117647
"[""7270"",""7260"",""7290""]",0.154255319,"[""7270""]",0.321808511,"[""7260"",""7290""]",0.17287234,0.479338842
"[""7270"",""7260"",""7290""]",0.154255319,"[""7260""]",0.212765957,"[""7270"",""7290""]",0.234042553,0.725000001
"[""7270"",""7260"",""7290""]",0.154255319,"[""7290""]",0.276595745,"[""7270"",""7260""]",0.178191489,0.557692307
"[""7270"",""7260"",""7290""]",0.154255319,"[""7270"",""7260""]",0.178191489,"[""7290""]",0.276595745,0.865671643
"[""7270"",""7260"",""7290""]",0.154255319,"[""7270"",""7290""]",0.234042553,"[""7260""]",0.212765957,0.659090909
"[""7270"",""7260"",""7290""]",0.154255319,"[""7260"",""7290""]",0.17287234,"[""7270""]",0.321808511,0.892307694
"[""7270"",""7230"",""7290""]",0.159574468,"[""7270""]",0.321808511,"[""7230"",""7290""]",0.17287234,0.495867768
"[""7270"",""7230"",""7290""]",0.159574468,"[""7230""]",0.218085106,"[""7270"",""7290""]",0.234042553,0.731707318
"[""7270"",""7230"",""7290""]",0.159574468,"[""7290""]",0.276595745,"[""7270"",""7230""]",0.183510638,0.576923076
"[""7270"",""7230"",""7290""]",0.159574468,"[""7270"",""7230""]",0.183510638,"[""7290""]",0.276595745,0.869565218
"[""7270"",""7230"",""7290""]",0.159574468,"[""7270"",""7290""]",0.234042553,"[""7230""]",0.218085106,0.681818182
"[""7270"",""7230"",""7290""]",0.159574468,"[""7230"",""7290""]",0.17287234,"[""7270""]",0.321808511,0.923076925
"[""7270"",""7280"",""7290""]",0.164893617,"[""7270""]",0.321808511,"[""7280"",""7290""]",0.178191489,0.512396694
"[""7270"",""7280"",""7290""]",0.164893617,"[""7280""]",0.210106383,"[""7270"",""7290""]",0.234042553,0.784810126
"[""7270"",""7280"",""7290""]",0.164893617,"[""7290""]",0.276595745,"[""7270"",""7280""]",0.188829787,0.596153845
"[""7270"",""7280"",""7290""]",0.164893617,"[""7270"",""7280""]",0.188829787,"[""7290""]",0.276595745,0.873239438
"[""7270"",""7280"",""7290""]",0.164893617,"[""7270"",""7290""]",0.234042553,"[""7280""]",0.210106383,0.704545455
"[""7270"",""7280"",""7290""]",0.164893617,"[""7280"",""7290""]",0.178191489,"[""7270""]",0.321808511,0.925373136
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7210""]",0.231382979,"[""7170"",""7180"",""7270""]",0.220744681,0.666666665
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7170""]",0.369680851,"[""7210"",""7180"",""7270""]",0.167553191,0.417266187
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7180""]",0.343085106,"[""7210"",""7170"",""7270""]",0.162234043,0.449612403
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7270""]",0.321808511,"[""7210"",""7170"",""7180""]",0.167553191,0.479338842
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7210"",""7170""]",0.191489362,"[""7180"",""7270""]",0.242021277,0.805555554
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7210"",""7180""]",0.186170213,"[""7170"",""7270""]",0.25,0.828571427
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7210"",""7270""]",0.194148936,"[""7170"",""7180""]",0.289893617,0.794520548
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7170"",""7180""]",0.289893617,"[""7210"",""7270""]",0.194148936,0.532110091
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7170"",""7270""]",0.25,"[""7210"",""7180""]",0.186170213,0.617021276
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7180"",""7270""]",0.242021277,"[""7210"",""7170""]",0.191489362,0.637362636
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7210"",""7170"",""7180""]",0.167553191,"[""7270""]",0.321808511,0.920634922
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7210"",""7170"",""7270""]",0.162234043,"[""7180""]",0.343085106,0.950819669
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7210"",""7180"",""7270""]",0.167553191,"[""7170""]",0.369680851,0.920634922
"[""7210"",""7170"",""7180"",""7270""]",0.154255319,"[""7170"",""7180"",""7270""]",0.220744681,"[""7210""]",0.231382979,0.69879518
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7130""]",0.244680851,"[""7170"",""7180"",""7270""]",0.220744681,0.619565219
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7170""]",0.369680851,"[""7130"",""7180"",""7270""]",0.159574468,0.410071943
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7180""]",0.343085106,"[""7130"",""7170"",""7270""]",0.170212766,0.441860467
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7270""]",0.321808511,"[""7130"",""7170"",""7180""]",0.175531915,0.471074381
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7130"",""7170""]",0.215425532,"[""7180"",""7270""]",0.242021277,0.703703705
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7130"",""7180""]",0.188829787,"[""7170"",""7270""]",0.25,0.802816904
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7130"",""7270""]",0.180851064,"[""7170"",""7180""]",0.289893617,0.838235295
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7170"",""7180""]",0.289893617,"[""7130"",""7270""]",0.180851064,0.522935781
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7170"",""7270""]",0.25,"[""7130"",""7180""]",0.188829787,0.60638298
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7180"",""7270""]",0.242021277,"[""7130"",""7170""]",0.215425532,0.626373627
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7130"",""7170"",""7180""]",0.175531915,"[""7270""]",0.321808511,0.863636365
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7130"",""7170"",""7270""]",0.170212766,"[""7180""]",0.343085106,0.890625002
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7130"",""7180"",""7270""]",0.159574468,"[""7170""]",0.369680851,0.950000003
"[""7130"",""7170"",""7180"",""7270""]",0.151595745,"[""7170"",""7180"",""7270""]",0.220744681,"[""7130""]",0.244680851,0.686746989
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7150""]",0.247340426,"[""7170"",""7190"",""7180""]",0.194148936,0.612903226
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7170""]",0.369680851,"[""7150"",""7190"",""7180""]",0.162234043,0.410071943
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7190""]",0.239361702,"[""7150"",""7170"",""7180""]",0.194148936,0.633333335
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7180""]",0.343085106,"[""7150"",""7170"",""7190""]",0.154255319,0.441860467
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7150"",""7170""]",0.210106383,"[""7190"",""7180""]",0.215425532,0.721518989
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7150"",""7190""]",0.167553191,"[""7170"",""7180""]",0.289893617,0.904761909
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7150"",""7180""]",0.212765957,"[""7170"",""7190""]",0.215425532,0.712500003
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7170"",""7190""]",0.215425532,"[""7150"",""7180""]",0.212765957,0.703703705
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7170"",""7180""]",0.289893617,"[""7150"",""7190""]",0.167553191,0.522935781
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7190"",""7180""]",0.215425532,"[""7150"",""7170""]",0.210106383,0.703703705
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7150"",""7170"",""7190""]",0.154255319,"[""7180""]",0.343085106,0.982758624
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7150"",""7170"",""7180""]",0.194148936,"[""7190""]",0.239361702,0.78082192
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7150"",""7190"",""7180""]",0.162234043,"[""7170""]",0.369680851,0.934426229
"[""7150"",""7170"",""7190"",""7180""]",0.151595745,"[""7170"",""7190"",""7180""]",0.194148936,"[""7150""]",0.247340426,0.78082192
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7150""]",0.247340426,"[""7170"",""7180"",""7270""]",0.220744681,0.666666665
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7170""]",0.369680851,"[""7150"",""7180"",""7270""]",0.175531915,0.446043165
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7180""]",0.343085106,"[""7150"",""7170"",""7270""]",0.17287234,0.480620156
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7270""]",0.321808511,"[""7150"",""7170"",""7180""]",0.194148936,0.512396694
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7150"",""7170""]",0.210106383,"[""7180"",""7270""]",0.242021277,0.784810126
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7150"",""7180""]",0.212765957,"[""7170"",""7270""]",0.25,0.775000002
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7150"",""7270""]",0.188829787,"[""7170"",""7180""]",0.289893617,0.873239438
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7170"",""7180""]",0.289893617,"[""7150"",""7270""]",0.188829787,0.568807339
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7170"",""7270""]",0.25,"[""7150"",""7180""]",0.212765957,0.659574468
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7180"",""7270""]",0.242021277,"[""7150"",""7170""]",0.210106383,0.68131868
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7150"",""7170"",""7180""]",0.194148936,"[""7270""]",0.321808511,0.849315069
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7150"",""7170"",""7270""]",0.17287234,"[""7180""]",0.343085106,0.953846156
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7150"",""7180"",""7270""]",0.175531915,"[""7170""]",0.369680851,0.939393939
"[""7150"",""7170"",""7180"",""7270""]",0.164893617,"[""7170"",""7180"",""7270""]",0.220744681,"[""7150""]",0.247340426,0.746987951
"[""7150"",""7170"",""7180"",""7290""]",0.154255319,"[""7150""]",0.247340426,"[""7170"",""7180"",""7290""]",0.199468085,0.623655912
"[""7150"",""7170"",""7180"",""7290""]",0.154255319,"[""7170""]",0.369680851,"[""7150"",""7180"",""7290""]",0.162234043,0.417266187
"[""7150"",""7170"",""7180"",""7290""]",0.154255319,"[""7180""]",0.343085106,"[""7150"",""7170"",""7290""]",0.162234043,0.449612403
"[""7150"",""7170"",""7180"",""7290""]",0.154255319,"[""7290""]",0.276595745,"[""7150"",""7170"",""7180""]",0.194148936,0.557692307
"[""7150"",""7170"",""7180"",""7290""]",0.154255319,"[""7150"",""7170""]",0.210106383,"[""7180"",""7290""]",0.210106383,0.734177214
"[""7150"",""7170"",""7180"",""7290""]",0.154255319,"[""7150"",""7180""]",0.212765957,"[""7170"",""7290""]",0.218085106,0.725000001
"[""7150"",""7170"",""7180"",""7290""]",0.154255319,"[""7150"",""7290""]",0.180851064,"[""7170"",""7180""]",0.289893617,0.852941175
"[""7150"",""7170"",""7180"",""7290""]",0.154255319,"[""7170"",""7180""]",0.289893617,"[""7150"",""7290""]",0.180851064,0.532110091
"[""7150"",""7170"",""7180"",""7290""]",0.154255319,"[""7170"",""7290""]",0.218085106,"[""7150"",""7180""]",0.212765957,0.707317074
"[""7150"",""7170"",""7180"",""7290""]",0.154255319,"[""7180"",""7290""]",0.210106383,"[""7150"",""7170""]",0.210106383,0.734177214
